country,year,suicide_count,population,suicide_rate (%)
French Guiana,2014,15.0,229559.0,0.006534267878845962
Georgia,2000,130.0,4165600.0,0.0031207989245246783
Georgia,2001,100.0,4140950.0,0.0024149047923785606
Georgia,2004,175.0,4089850.0,0.00427888553369928
Georgia,2005,87.0,4132000.0,0.002105517909002904
Georgia,2006,72.0,4166500.0,0.0017280691227649107
Georgia,2007,104.0,4154900.0,0.0025030686659125367
Georgia,2009,188.0,4158750.0,0.004520589119326721
Georgia,2010,112.0,4193800.0,0.002670608994229577
Georgia,2011,99.0,4202600.0,0.002355684576214724
Georgia,2012,104.0,4200900.0,0.0024756599776238424
Georgia,2013,157.0,4192600.0,0.0037446930305776844
Georgia,2014,194.0,3470600.0,0.005589811559960814
Georgia,2015,192.0,3458400.0,0.005551700208188758
Germany,2000,11073.0,78242066.0,0.014152233659065188
Germany,2001,11167.0,78421514.0,0.014239714882321708
Germany,2002,11176.0,78633771.0,0.014212722927913504
Germany,2003,11155.0,78756461.0,0.014163917294353793
Germany,2004,10741.0,78811814.0,0.013628667397504643
Germany,2005,10270.0,78851254.0,0.013024523363953095
Germany,2006,9775.0,78828994.0,0.012400259731844353
Germany,2007,9409.0,78776585.0,0.011943904397480545
Germany,2008,9459.0,78662789.0,0.012024745270600563
Germany,2009,9579.0,78448602.0,0.012210542642939642
Germany,2010,10030.0,78349067.0,0.012801684032816882
Germany,2011,10153.0,78371140.0,0.012955024005010009
Germany,2012,9896.0,78508115.0,0.012605066367979922
Germany,2013,10091.0,77270988.0,0.013059235116807358
Germany,2014,10217.0,77552369.0,0.013174323533559625
Germany,2015,10088.0,78136683.0,0.012910709301545344
Greece,2000,382.0,10403059.0,0.003671996861692316
Greece,2001,334.0,10441529.0,0.003198765238309447
Greece,2002,323.0,10482045.0,0.003081459772401282
Greece,2003,375.0,10515665.0,0.0035661082775078896
Greece,2004,353.0,10547290.0,0.003346831271350271
Greece,2005,400.0,10582816.0,0.0037797123185360115
Greece,2006,394.0,10618891.0,0.003710368625122906
Greece,2007,328.0,10653591.0,0.003078774095983223
Greece,2008,373.0,10686723.0,0.003490312231354738
Greece,2009,391.0,10719618.0,0.0036475180365568996
Greece,2010,377.0,10735384.0,0.0035117514194182528
Greece,2011,477.0,10728724.0,0.004446008677266747
Greece,2012,508.0,10539802.0,0.004819824888551038
Greece,2013,533.0,10431289.0,0.005109627391207358
Greece,2014,565.0,10380547.0,0.00544287309714989
Greece,2015,529.0,10331286.0,0.005120369332530335
Grenada,2001,0.0,91415.0,0.0
Grenada,2002,0.0,91908.0,0.0
Grenada,2003,4.0,92567.0,0.004321194378126114
Grenada,2004,1.0,93202.0,0.0010729383489624686
Grenada,2005,6.0,93685.0,0.0064044404120190005
Grenada,2006,1.0,94126.0,0.001062405711493105
Grenada,2007,3.0,94418.0,0.003177360249105043
Grenada,2008,0.0,94585.0,0.0
Grenada,2009,0.0,94746.0,0.0
Grenada,2010,0.0,94980.0,0.0
Grenada,2011,1.0,95102.0,0.001051502597211415
Grenada,2012,2.0,95426.0,0.002095864858633915
Grenada,2013,0.0,95876.0,0.0
Grenada,2014,0.0,96393.0,0.0
Grenada,2015,0.0,96892.0,0.0
Grenada,2016,0.0,97452.0,0.0
Guadeloupe,2000,37.0,390842.0,0.00946674103601967
Guadeloupe,2001,33.0,394479.0,0.00836546432129467
Guadeloupe,2002,36.0,397673.0,0.009052663872075801
Guadeloupe,2003,31.0,400641.0,0.007737600495206431
Guadeloupe,2004,39.0,403614.0,0.009662697527836002
Guadeloupe,2005,46.0,406751.0,0.01130913015579556
Guadeloupe,2006,39.0,409899.0,0.009514538947399238
Guadeloupe,2007,34.0,413323.0,0.008226012101915451
Guadeloupe,2008,43.0,416751.0,0.010317911654681091
Guadeloupe,2009,39.0,419759.0,0.00929104557615203
Guadeloupe,2010,44.0,421990.0,0.010426787364629493
Guadeloupe,2011,32.0,378522.0,0.008453933985342992
Guadeloupe,2012,40.0,424173.0,0.00943011459946767
Guadeloupe,2013,39.0,424123.0,0.009195445660810661
Guadeloupe,2014,25.0,423906.0,0.005897533887229717
Guatemala,2000,182.0,9755585.0,0.001865598013855653
Guatemala,2001,202.0,10015097.0,0.0020169550030319228
Guatemala,2002,258.0,10277166.0,0.0025104197013067608
Guatemala,2003,253.0,10542980.0,0.0023997010332941922
Guatemala,2004,250.0,10817808.0,0.0023110042256250063
Guatemala,2005,238.0,11104906.0,0.0021431968897350413
Guatemala,2006,298.0,11397134.0,0.0026146924305707033
Guatemala,2007,327.0,11708397.0,0.002792867375440037
Guatemala,2008,492.0,12032885.0,0.004088794998040786
Guatemala,2009,511.0,12359945.0,0.004134322604186346
Guatemala,2010,352.0,12682151.0,0.0027755543992497803
Guatemala,2011,359.0,13017342.0,0.002757859476996149
Guatemala,2012,420.0,13335425.0,0.0031495059212586023
Guatemala,2013,455.0,13641878.0,0.003335317908575344
Guatemala,2014,512.0,13947190.0,0.0036709903571973995
Guatemala,2015,494.0,14258397.0,0.003464625090744773
Guyana,2001,197.0,660426.0,0.02982923143546741
Guyana,2002,176.0,662839.0,0.026552450896824113
Guyana,2003,198.0,664705.0,0.02978765016059756
Guyana,2004,186.0,666308.0,0.02791501827983455
Guyana,2005,169.0,667709.0,0.02531042714715542
Guyana,2006,201.0,668408.0,0.03007145336381372
Guyana,2007,185.0,668788.0,0.027661979580973342
Guyana,2008,168.0,669253.0,0.025102614407406465
Guyana,2009,156.0,670155.0,0.023278196835060546
Guyana,2010,205.0,671825.0,0.030513898708741116
Guyana,2011,192.0,675283.0,0.028432523845558083
Guyana,2012,206.0,679356.0,0.03032283515564741
Guyana,2013,210.0,683867.0,0.03070772533255735
Hong Kong SAR,2000,890.0,6370300.0,0.013971084564306234
Hong Kong SAR,2001,997.0,6441500.0,0.015477761390980362
Hong Kong SAR,2002,1040.0,6492400.0,0.016018729591522392
Hong Kong SAR,2003,1101.0,6493500.0,0.016955416955416955
Hong Kong SAR,2004,1272.0,6555800.0,0.019402666341255072
Hong Kong SAR,2005,1143.0,6592100.0,0.017338935999150498
Hong Kong SAR,2006,1041.0,6644100.0,0.015668036302885265
Hong Kong SAR,2007,918.0,6701800.0,0.013697812527977558
Hong Kong SAR,2008,877.0,6738600.0,0.01301457275992046
Hong Kong SAR,2009,1024.0,6746800.0,0.015177565660757692
Hong Kong SAR,2010,1007.0,6786200.0,0.014838937844449028
Hong Kong SAR,2011,816.0,6822400.0,0.011960600375234522
Hong Kong SAR,2012,822.0,6887800.0,0.011934144429280757
Hong Kong SAR,2013,997.0,6919200.0,0.014409180252052262
Hong Kong SAR,2014,926.0,6964000.0,0.013296955772544515
Hong Kong SAR,2015,990.0,7009500.0,0.014123689278835866
Hungary,2000,3269.0,9527034.0,0.03431288268730856
Hungary,2001,2978.0,9704598.0,0.030686484901280814
Hungary,2002,2839.0,9680164.0,0.029328015517092482
Hungary,2003,2800.0,9652533.0,0.029007929835619315
Hungary,2004,2742.0,9630044.0,0.028473390152734503
Hungary,2005,2619.0,9608943.0,0.02725585946341861
Hungary,2006,2461.0,9591110.0,0.025659178134751867
Hungary,2007,2450.0,9572938.0,0.025592978874406168
Hungary,2008,2476.0,9552784.0,0.025919145664761185
Hungary,2009,2460.0,9534237.0,0.02580175005089553
Hungary,2010,2489.0,9514005.0,0.026161432540764903
Hungary,2011,2420.0,9495011.0,0.02548706894599701
Hungary,2012,2349.0,9453181.0,0.024848778416492818
Hungary,2013,2092.0,9433840.0,0.02217548739431663
Hungary,2014,1925.0,9412788.0,0.02045090147573705
Hungary,2015,1868.0,9389519.0,0.019894522818474515
Hungary,2016,1762.0,9355723.0,0.018833392138694144
Iceland,2000,50.0,259723.0,0.019251279247505994
Iceland,2001,36.0,263738.0,0.013649910138091591
Iceland,2002,30.0,266455.0,0.011258936781069975
Iceland,2003,26.0,268330.0,0.009689561361010695
Iceland,2004,35.0,271588.0,0.012887167326980573
Iceland,2005,33.0,274929.0,0.012003098981918968
Iceland,2006,32.0,282999.0,0.011307460450390284
Iceland,2007,37.0,289712.0,0.012771303915612745
Iceland,2008,38.0,296836.0,0.01280168173671657
Iceland,2009,36.0,296204.0,0.012153785904309192
Iceland,2010,46.0,294620.0,0.015613332428212614
Iceland,2011,27.0,295475.0,0.00913782891953634
Iceland,2012,37.0,297238.0,0.012447937343139167
Iceland,2013,49.0,300456.0,0.016308544345927524
Iceland,2014,44.0,304472.0,0.014451246748469482
Iceland,2015,40.0,308554.0,0.012963695171671731
Iceland,2016,40.0,313780.0,0.012747785072343679
Iran (Islamic Rep of),2013,2442.0,70575720.0,0.0034601134781196705
Iran (Islamic Rep of),2014,2485.0,71510966.0,0.0034749915138889325
Iran (Islamic Rep of),2015,2372.0,72460999.0,0.0032734850923046206
Ireland,2000,463.0,3523376.0,0.013140805863467312
Ireland,2001,488.0,3573974.0,0.013654268329875931
Ireland,2002,449.0,3639573.0,0.01233661201465117
Ireland,2003,454.0,3694079.0,0.012289937491861977
Ireland,2004,464.0,3752679.0,0.012364500134437292
Ireland,2005,451.0,3833357.0,0.01176514475432369
Ireland,2006,452.0,3937578.0,0.011479137683113833
Ireland,2007,458.0,4026707.0,0.011374058256535676
Ireland,2008,506.0,4094192.0,0.01235897095202179
Ireland,2009,527.0,4117667.0,0.012798509447218534
Ireland,2010,486.0,4264857.0,0.01139545827679568
Ireland,2011,554.0,4218849.0,0.013131543698293065
Ireland,2012,542.0,4220806.0,0.012841149297077383
Ireland,2013,487.0,4227378.0,0.01152014321879898
Ireland,2014,486.0,4328043.0,0.011229093611130942
Israel,2000,394.0,5643291.0,0.006981741682291414
Israel,2001,398.0,5777467.0,0.006888832078140819
Israel,2002,382.0,5895508.0,0.006479509484169982
Israel,2003,417.0,6003127.0,0.0069463797784054876
Israel,2004,411.0,6109931.0,0.006726753542715948
Israel,2005,425.0,6220861.0,0.006831851732420962
Israel,2006,367.0,6334485.0,0.005793683306535575
Israel,2007,326.0,6448814.0,0.005055193094420153
Israel,2008,354.0,6565602.0,0.0053917371171752415
Israel,2009,404.0,6731835.0,0.006001335445684572
Israel,2010,480.0,6849825.0,0.007007478293241068
Israel,2011,409.0,6971495.0,0.005866747376280124
Israel,2012,430.0,7095360.0,0.006060298561313309
Israel,2013,372.0,7226008.0,0.005148070691313932
Israel,2014,382.0,7366252.0,0.005185812269251718
Israel,2015,342.0,7516180.0,0.0045501837369514835
Italy,2000,4108.0,54298946.0,0.0075655243842118036
Italy,2001,4030.0,54333844.0,0.007417108202394073
Italy,2002,4069.0,54526842.0,0.007462379721165587
Italy,2003,4075.0,54937570.0,0.007417510457779621
Italy,2004,3986.0,54988156.0,0.007248833730667382
Italy,2005,3742.0,55244690.0,0.006773501670477289
Italy,2006,3700.0,56180672.0,0.006585894878580306
Italy,2007,3757.0,56583578.0,0.006639735649095926
Italy,2008,3904.0,57009825.0,0.006847942437992048
Italy,2009,3974.0,57351830.0,0.006929159889056722
Italy,2010,3989.0,57637843.0,0.006920800280468511
Italy,2011,4153.0,56610149.0,0.007336140380058
Italy,2012,4257.0,56795085.0,0.007495366896624946
Italy,2013,4290.0,57503331.0,0.007460437378836367
Italy,2014,4147.0,58100676.0,0.007137610584771853
Italy,2015,3988.0,58117697.0,0.0068619374232946635
Jamaica,2000,3.0,2367841.0,0.00012669769634025257
Jamaica,2001,5.0,2391278.0,0.00020909321291794598
Jamaica,2002,2.0,2415717.0,8.279115475860791e-05
Jamaica,2003,2.0,2440426.0,8.195290494364509e-05
Jamaica,2004,1.0,2464408.0,4.0577696550246547e-05
Jamaica,2005,51.0,2487169.0,0.0020505241099418657
Jamaica,2006,0.0,2512597.0,0.0
Jamaica,2009,36.0,2568883.0,0.0014013872955677624
Jamaica,2010,3.0,2586652.0,0.00011598003906207717
Jamaica,2011,50.0,2601037.0,0.0019223102170403572
Japan,2000,29989.0,119752660.0,0.02504244999651782
Japan,2001,29132.0,120066000.0,0.024263321839654857
Japan,2002,29715.0,120189000.0,0.024723560392381997
Japan,2003,31881.0,120395000.0,0.026480335562108062
Japan,2004,30034.0,120500000.0,0.024924481327800826
Japan,2005,30369.0,120657507.0,0.02516959015239723
Japan,2006,29769.0,120702000.0,0.024663220162051996
Japan,2007,30665.0,120704000.0,0.025405123276776246
Japan,2008,30073.0,120602000.0,0.024935739042470272
Japan,2009,30523.0,120496000.0,0.025331131323861375
Japan,2010,29411.0,121127267.0,0.02428107289830951
Japan,2011,28766.0,120927000.0,0.023787905099770936
Japan,2012,26338.0,120735000.0,0.021814718184453553
Japan,2013,25991.0,120514000.0,0.02156678892078929
Japan,2014,24357.0,120274000.0,0.020251259623858854
Japan,2015,23092.0,120376310.0,0.0191831764904573
Kazakhstan,2000,4428.0,13772422.0,0.03215120768155376
Kazakhstan,2001,4377.0,13772696.0,0.03178027018094351
Kazakhstan,2002,4240.0,13777476.0,0.03077486761726168
Kazakhstan,2003,4321.0,13811863.0,0.031284700695337044
Kazakhstan,2004,4394.0,13873328.0,0.03167228512149356
Kazakhstan,2005,3903.0,13947770.0,0.027982967886622738
Kazakhstan,2006,4076.0,14037676.0,0.029036145299264637
Kazakhstan,2007,4141.0,14125606.0,0.029315556444091673
Kazakhstan,2008,3997.0,14216053.0,0.028116102268330036
Kazakhstan,2009,3838.0,14370635.0,0.026707240146312254
Kazakhstan,2010,3609.0,14713167.0,0.024529049388211252
Kazakhstan,2011,3401.0,14853350.0,0.022897191542648628
Kazakhstan,2012,3240.0,15023549.0,0.021566142593870463
Kazakhstan,2013,3512.0,15215382.0,0.023081904877577178
Kazakhstan,2014,3119.0,15428844.0,0.0202153836022971
Kazakhstan,2015,2872.0,15646752.0,0.01835524714650044
Kiribati,2000,0.0,72440.0,0.0
Kiribati,2001,0.0,73851.0,0.0
Kuwait,2000,34.0,1973153.0,0.0017231304414812231
Kuwait,2001,30.0,2038530.0,0.0014716486880251946
Kuwait,2002,45.0,2158603.0,0.0020846816204739826
Kuwait,2003,44.0,1950622.0,0.0022556907488995815
Kuwait,2004,45.0,1996086.0,0.0022544118840570997
Kuwait,2005,52.0,2062968.0,0.0025206401650437623
Kuwait,2006,45.0,2165713.0,0.002077837645154275
Kuwait,2007,51.0,3074918.0,0.0016585808141875652
Kuwait,2008,47.0,3369394.0,0.0013949095890833782
Kuwait,2009,61.0,3165654.0,0.001926932002044443
Kuwait,2010,39.0,3281614.0,0.001188439591006133
Kuwait,2011,41.0,3333698.0,0.0012298654527194725
Kuwait,2012,56.0,3496698.0,0.0016015109111510346
Kuwait,2013,41.0,3574090.0,0.0011471451474361306
Kuwait,2014,68.0,3715284.0,0.0018302773085449187
Kyrgyzstan,2000,510.0,4369202.0,0.01167261206966398
Kyrgyzstan,2001,560.0,4425784.0,0.012653125412356319
Kyrgyzstan,2002,567.0,4473163.0,0.012675594428372048
Kyrgyzstan,2003,479.0,4520843.0,0.010595369049533461
Kyrgyzstan,2004,438.0,4572278.0,0.009579470014727889
Kyrgyzstan,2005,470.0,4614533.0,0.010185212674825384
Kyrgyzstan,2006,463.0,4646475.0,0.009964543013790024
Kyrgyzstan,2007,482.0,4668640.0,0.010324205764419616
Kyrgyzstan,2008,473.0,4690924.0,0.010083301285631573
Kyrgyzstan,2009,458.0,4800134.0,0.009541400302574886
Kyrgyzstan,2010,500.0,4837556.0,0.010335797663117492
Kyrgyzstan,2011,471.0,4870538.0,0.009670389595564186
Kyrgyzstan,2012,524.0,4932360.0,0.01062371765240169
Kyrgyzstan,2013,446.0,5012200.0,0.00889828817684849
Kyrgyzstan,2014,461.0,5096430.0,0.00904554756957321
Kyrgyzstan,2015,417.0,5195827.0,0.0080256713705056
Latvia,2000,770.0,2272107.0,0.03388924905385178
Latvia,2001,708.0,2242227.0,0.03157575035890657
Latvia,2002,670.0,2214484.0,0.03025535519787002
Latvia,2003,604.0,2190211.0,0.0275772516894491
Latvia,2004,563.0,2163477.0,0.026022925133939487
Latvia,2005,564.0,2137831.0,0.02638187957794606
Latvia,2006,487.0,2115215.0,0.023023664261079844
Latvia,2007,453.0,2093878.0,0.02163449828500037
Latvia,2008,527.0,2067529.0,0.025489364357162585
Latvia,2009,516.0,2030316.0,0.025414763022110844
Latvia,2010,438.0,1987906.0,0.022033234971874927
Latvia,2011,440.0,1953611.0,0.022522395707231378
Latvia,2012,444.0,1931521.0,0.02298706563376738
Latvia,2013,383.0,1912464.0,0.020026520760652224
Latvia,2014,382.0,1894041.0,0.02016851799934637
Latvia,2015,387.0,1875522.0,0.020634255423290157
Lithuania,2000,1631.0,3315125.0,0.04919874816183402
Lithuania,2001,1533.0,3294138.0,0.04653721246650869
Lithuania,2002,1551.0,3274488.0,0.04736618365985766
Lithuania,2003,1455.0,3254127.0,0.044712452832971795
Lithuania,2004,1380.0,3222969.0,0.04281766284441457
Lithuania,2005,1319.0,3174728.0,0.041546866377214046
Lithuania,2006,1049.0,3125767.0,0.03355976309174676
Lithuania,2007,1025.0,3087867.0,0.03319443486393682
Lithuania,2008,1111.0,3053756.0,0.03638142667587063
Lithuania,2009,1138.0,3016497.0,0.03772587872621786
Lithuania,2010,1018.0,2949737.0,0.03451155136881695
Lithuania,2011,1018.0,2879805.0,0.035349615685784284
Lithuania,2012,927.0,2837770.0,0.0326664951705036
Lithuania,2013,1085.0,2806627.0,0.038658503605929824
Lithuania,2014,930.0,2781577.0,0.033434271278486985
Lithuania,2015,896.0,2753926.0,0.032535369505208196
Lithuania,2016,826.0,2717150.0,0.030399499475553426
Luxembourg,2000,62.0,410164.0,0.015115904857569166
Luxembourg,2001,73.0,413930.0,0.01763583214553185
Luxembourg,2002,85.0,418106.0,0.02032977283272663
Luxembourg,2003,48.0,423654.0,0.011330000424875015
Luxembourg,2004,62.0,430128.0,0.014414313878659376
Luxembourg,2005,49.0,437338.0,0.011204148736217754
Luxembourg,2006,65.0,444821.0,0.014612619458164071
Luxembourg,2007,78.0,452012.0,0.017256179039494526
Luxembourg,2008,43.0,460371.0,0.00934029293765246
Luxembourg,2009,48.0,469209.0,0.010229982800841416
Luxembourg,2010,54.0,477979.0,0.011297567466353124
Luxembourg,2011,55.0,488918.0,0.011249330153522677
Luxembourg,2012,51.0,501044.0,0.010178746776730186
Luxembourg,2013,40.0,512689.0,0.007802000823111086
Luxembourg,2014,67.0,524940.0,0.012763363432011279
Luxembourg,2015,64.0,537748.0,0.011901485454153246
Maldives,2000,0.0,247387.0,0.0
Maldives,2001,3.0,255503.0,0.0011741545109059384
Maldives,2002,3.0,263747.0,0.0011374536961557857
Maldives,2003,4.0,272110.0,0.0014699937525265519
Maldives,2004,1.0,280526.0,0.0003564731967803341
Maldives,2005,1.0,288936.0,0.00034609740565384723
Maldives,2007,5.0,305536.0,0.001636468370339338
Maldives,2008,0.0,313924.0,0.0
Maldives,2010,1.0,331559.0,0.0003016054457879291
Maldives,2011,2.0,341018.0,0.000586479306077685
Malta,2000,23.0,362676.0,0.006341748557941524
Malta,2001,30.0,370541.0,0.008096270048388707
Malta,2002,19.0,374456.0,0.005074027389065738
Malta,2003,20.0,377785.0,0.005294016437921039
Malta,2004,24.0,380918.0,0.006300568626318524
Malta,2005,19.0,384111.0,0.004946486822819445
Malta,2006,26.0,386038.0,0.006735088255560333
Malta,2007,26.0,387581.0,0.006708275173447614
Malta,2008,14.0,390195.0,0.003587949614936122
Malta,2009,36.0,393102.0,0.009157928476578599
Malta,2010,31.0,394949.0,0.007849114695821486
Malta,2011,20.0,396423.0,0.005045115949377306
Malta,2012,25.0,399138.0,0.006263497837840547
Malta,2013,22.0,402728.0,0.005462744085337995
Malta,2014,32.0,406525.0,0.007871594612877437
Malta,2015,34.0,410637.0,0.008279818915489838
Martinique,2000,33.0,359606.0,0.009176710066016697
Martinique,2001,40.0,362334.0,0.011039538105725657
Martinique,2002,31.0,365218.0,0.008488081091293419
Martinique,2003,32.0,368047.0,0.008694541729724736
Martinique,2004,34.0,370468.0,0.009177580789703835
Martinique,2005,26.0,372121.0,0.006986974666842237
Martinique,2006,36.0,372833.0,0.009655797635938879
Martinique,2007,32.0,372982.0,0.008579502496099008
Martinique,2008,50.0,372600.0,0.013419216317767043
Martinique,2009,26.0,371899.0,0.006991145445403187
Martinique,2010,26.0,371079.0,0.007006594283158033
Martinique,2011,37.0,367787.0,0.010060170696626037
Martinique,2013,27.0,367843.0,0.007340088026685298
Martinique,2014,32.0,366824.0,0.008723529540051905
Mauritius,2000,137.0,1056073.0,0.012972588069195974
Mauritius,2001,113.0,1068947.0,0.010571150861548795
Mauritius,2002,131.0,1079755.0,0.012132381882927146
Mauritius,2003,88.0,1092234.0,0.00805688158398292
Mauritius,2004,97.0,1103091.0,0.00879347216140826
Mauritius,2005,102.0,1113942.0,0.009156670634557275
Mauritius,2006,118.0,1125301.0,0.01048608327905156
Mauritius,2007,127.0,1135233.0,0.011187130747608642
Mauritius,2008,84.0,1146258.0,0.007328193129295499
Mauritius,2009,115.0,1159551.0,0.009917631910972436
Mauritius,2010,98.0,1164931.0,0.008412515419368185
Mauritius,2011,118.0,1173352.0,0.010056658189528804
Mauritius,2012,115.0,1180547.0,0.009741247065978738
Mauritius,2013,98.0,1147390.0,0.008541123767855742
Mauritius,2014,120.0,1151424.0,0.010421877605469402
Mauritius,2015,104.0,1154848.0,0.009005514145584526
Mauritius,2016,98.0,1157229.0,0.008468505369291644
Mayotte,2011,0.0,179194.0,0.0
Mayotte,2012,2.0,185190.0,0.001079971920730061
Mayotte,2013,3.0,191591.0,0.0015658355559499142
Mayotte,2014,1.0,198113.0,0.0005047624335606446
Mexico,2000,3456.0,89694793.0,0.003853066476222315
Mexico,2001,3760.0,91052714.0,0.004129476030774876
Mexico,2002,3826.0,92394316.0,0.0041409473716976265
Mexico,2003,4070.0,93758859.0,0.004340923133460914
Mexico,2004,4056.0,95193068.0,0.004260814453422176
Mexico,2005,4274.0,96730008.0,0.004418484075799932
Mexico,2006,4230.0,98468839.0,0.004295775235046694
Mexico,2007,4285.0,100294297.0,0.004272426377344267
Mexico,2008,4642.0,102170587.0,0.004543381942202211
Mexico,2009,5023.0,104044342.0,0.004827749307117536
Mexico,2010,4858.0,105875861.0,0.004588392438197032
Mexico,2011,5558.0,107655100.0,0.005162783741782786
Mexico,2012,5381.0,109368765.0,0.00492005189964429
Mexico,2013,5711.0,111036708.0,0.005143344127241236
Mexico,2014,6178.0,112692589.0,0.0054821706154962865
Mexico,2015,6234.0,114357884.0,0.005451307581032192
Mongolia,2016,450.0,2698164.0,0.016678007711910765
Montenegro,2000,0.0,578668.0,0.0
Montenegro,2001,0.0,578668.0,0.0
Montenegro,2002,0.0,578668.0,0.0
Montenegro,2003,0.0,579688.0,0.0
Montenegro,2004,0.0,581623.0,0.0
Montenegro,2005,118.0,583232.0,0.020232086030944802
Montenegro,2006,0.0,584885.0,0.0
Montenegro,2007,121.0,587244.0,0.020604723079333292
Montenegro,2008,126.0,589953.0,0.02135763357419998
Montenegro,2009,107.0,592234.0,0.018067182904054815
Netherlands,2000,1501.0,14933235.0,0.010051405472424429
Netherlands,2001,1474.0,15038337.0,0.00980161569726759
Netherlands,2002,1570.0,15130318.0,0.010376516871621602
Netherlands,2003,1502.0,15203397.0,0.009879371037933167
Netherlands,2004,1514.0,15265861.0,0.009917553946023745
Netherlands,2005,1574.0,15320595.0,0.010273752422800812
Netherlands,2006,1525.0,15368697.0,0.009922767037439804
Netherlands,2007,1354.0,15425404.0,0.008777727960966208
Netherlands,2008,1439.0,15506963.0,0.009279702285998876
Netherlands,2009,1530.0,15602176.0,0.009806324451153479
Netherlands,2010,1604.0,15691409.0,0.010222154046204518
Netherlands,2011,1650.0,15772162.0,0.010461470025479069
Netherlands,2012,1756.0,15839503.0,0.01108620642958305
Netherlands,2013,1856.0,15899508.0,0.011673317186921758
Netherlands,2014,1839.0,15899508.0,0.011566395639412239
Netherlands,2015,1873.0,16057342.0,0.011664446083293237
Netherlands,2016,1895.0,16155753.0,0.011729567789257486
New Zealand,2000,458.0,3573690.0,0.012815884981629631
New Zealand,2001,508.0,3599090.0,0.01411467898829982
New Zealand,2002,467.0,3659190.0,0.012762387304294118
New Zealand,2003,519.0,3729420.0,0.013916373055327638
New Zealand,2004,495.0,3802510.0,0.01301771724466208
New Zealand,2005,514.0,3849280.0,0.01335314656247402
New Zealand,2006,527.0,3898600.0,0.013517673010824398
New Zealand,2007,494.0,3935450.0,0.012552567050781996
New Zealand,2008,520.0,3968450.0,0.013103352694376897
New Zealand,2009,512.0,4009980.0,0.012768143482012379
New Zealand,2010,536.0,4055470.0,0.01321671717458149
New Zealand,2011,493.0,4090460.0,0.012052434200554461
New Zealand,2012,549.0,4120870.0,0.013322429486977266
New Zealand,2013,513.0,4129770.0,0.012421999288095948
Nicaragua,2010,351.0,5107427.0,0.006872344920446244
Nicaragua,2011,369.0,5177921.0,0.007126412318766547
Nicaragua,2012,316.0,5251443.0,0.006017393695409052
Nicaragua,2013,351.0,5326935.0,0.006589154926801247
Nicaragua,2014,311.0,5402424.0,0.005756675151746698
Nicaragua,2015,315.0,5476483.0,0.0057518666633311925
Norway,2000,541.0,4168315.0,0.012978865560784154
Norway,2001,549.0,4215103.0,0.013024592756096352
Norway,2002,494.0,4243689.0,0.011640815337787477
Norway,2003,502.0,4273124.0,0.011747845370272427
Norway,2004,529.0,4301960.0,0.012296720564579866
Norway,2005,533.0,4335092.0,0.01229501011743234
Norway,2006,532.0,4372103.0,0.01216805733991171
Norway,2007,485.0,4417369.0,0.010979386145916268
Norway,2008,505.0,4472089.0,0.01129226184899272
Norway,2009,573.0,4527536.0,0.01265589053295214
Norway,2010,548.0,4582885.0,0.011957533300530124
Norway,2011,598.0,4643300.0,0.012878771563327805
Norway,2012,515.0,4706585.0,0.0109421162052741
Norway,2013,554.0,4767605.0,0.011620090171060733
Norway,2014,548.0,4827178.0,0.01135238849696448
Norway,2015,590.0,4882909.0,0.012082961202021172
Oman,2009,13.0,2607549.0,0.0004985524720724328
Oman,2010,13.0,2748440.0,0.000472995590225728
Oman,2014,7.0,3631098.0,0.00019277915385373787
Panama,2000,143.0,2688510.0,0.005318931303956467
Panama,2001,162.0,2742982.0,0.005905981154816182
Panama,2002,160.0,2800046.0,0.005714191838276942
Panama,2003,195.0,2858964.0,0.006820652516086246
Panama,2004,186.0,2918453.0,0.006373239521075035
Panama,2005,172.0,2977595.0,0.005776473966405774
Panama,2006,185.0,3037959.0,0.006089614770969589
Panama,2007,171.0,3097138.0,0.005521226370926966
Panama,2008,186.0,3155636.0,0.0058942159361852885
Panama,2009,177.0,3214513.0,0.0055062773116798715
Panama,2010,151.0,3274415.0,0.004611510758410281
Panama,2011,144.0,3334191.0,0.004318888749924644
Panama,2012,135.0,3395244.0,0.003976150167705178
Panama,2013,130.0,3457387.0,0.0037600650433405342
Panama,2014,147.0,3520213.0,0.004175883675220789
Panama,2015,110.0,3583382.0,0.003069725750701432
Paraguay,2000,154.0,4598158.0,0.003349167210000178
Paraguay,2001,152.0,4701314.0,0.003233138650173122
Paraguay,2002,177.0,4809921.0,0.0036798941188431163
Paraguay,2003,174.0,4920489.0,0.0035362338987039704
Paraguay,2004,234.0,5027301.0,0.004654585034793023
Paraguay,2005,239.0,5126457.0,0.004662089236289312
Paraguay,2006,251.0,5223460.0,0.0048052440336481955
Paraguay,2007,227.0,5307169.0,0.0042772333046111775
Paraguay,2008,222.0,5382169.0,0.004124731126057171
Paraguay,2009,283.0,5456220.0,0.005186741003845152
Paraguay,2010,223.0,5534703.0,0.004029123152588314
Paraguay,2011,298.0,5610499.0,0.005311470512694147
Paraguay,2012,275.0,5695283.0,0.0048285572464090015
Paraguay,2013,323.0,5786207.0,0.005582240663011192
Paraguay,2014,379.0,5877594.0,0.006448216736304005
Philippines,2000,1403.0,67243482.0,0.0020864475756921692
